
ATNF Pulsar Catalogue
Catalogue Version: 2.1.1
#;NAME;PSRJ;P0;P1;F0;F1;DM;RM;W50;S1400;BINARY;DIST;AGE;
;;;(s);;(Hz);(s^-2);(cm^-3pc);(radm^-2);(ms);(mJy);(type);(kpc);(Yr);
2148;J1826-1256;J1826-1256;0.110239;1.21e-13;9.071229;-9.952e-12;*;*;*;*;*;1.550;1.44e+04;
2149;B1823-13;J1826-1334;0.101487;7.53e-14;9.853499;-7.306e-12;231.00;10.00;5.900;4.70;*;3.606;2.14e+04;
2150;J1826-1419;J1826-1419;0.770620;8.78e-15;1.297656;-1.479e-14;160.00;*;2.000;*;*;3.243;1.39e+06;
2151;J1826-1526;J1826-1526;0.382073;1.08e-15;2.617302;-7.430e-15;530.00;246.00;13.400;0.46;*;14.925;5.58e+06;
2152;J1826-2415;J1826-2415;0.004696;1.74e-20;212.958203;-7.873e-16;81.86;58.00;0.361;0.49;*;2.753;4.29e+09;
2153;J1827-0750;J1827-0750;0.270502;1.54e-15;3.696830;-2.111e-14;375.45;-402.00;9.500;2.90;*;9.831;2.77e+06;
2154;J1827-0849;J1827-0849;0.002242;1.10e-20;445.936892;-2.179e-15;*;*;*;*;*;*;3.24e+09;
2155;J1827-0934;J1827-0934;0.512548;7.23e-15;1.951037;-2.751e-14;259.20;-386.00;23.000;0.29;*;4.068;1.12e+06;
2156;B1824-10;J1827-0958;0.245757;1.00e-15;4.069058;-1.660e-14;430.00;-42.00;26.000;2.20;*;5.023;3.88e+06;
2157;J1827-1446;J1827-1446;0.499187;4.53e-14;2.003259;-1.819e-13;*;*;*;*;*;*;1.74e+05;
2158;J1828+0625;J1828+0625;0.003628;4.70e-21;275.667192;-3.568e-16;22.43;20.00;*;0.32;DDH;1.000;1.22e+10;
2159;J1828+1221;J1828+1221;1.528295;1.75e-15;0.654324;-7.474e-16;69.10;83.00;28.400;0.50;*;3.849;1.39e+07;
2160;J1828+1359;J1828+1359;0.741640;7.29e-16;1.348364;-1.325e-15;56.00;122.00;15.000;*;*;2.754;1.61e+07;
2161;J1828-0003g;J1828-0003g;*;*;*;*;193.00;*;*;*;*;10.290;*;
2162;J1828-0038g;J1828-0038g;2.426000;*;0.412201;*;70.00;*;*;*;*;2.661;*;
2163;J1828-0611;J1828-0611;0.269415;1.46e-15;3.711750;-2.011e-14;363.20;502.00;9.500;1.50;*;12.119;2.92e+06;
2164;J1828-1007;J1828-1007;0.153197;6.13e-16;6.527544;-2.614e-14;302.60;*;8.700;0.21;*;4.014;3.96e+06;
2165;J1828-1057;J1828-1057;0.246333;2.07e-14;4.059541;-3.411e-13;249.00;*;15.000;0.33;*;3.648;1.89e+05;
2166;J1828-1101;J1828-1101;0.072057;1.48e-14;13.877994;-2.850e-12;605.00;59.00;7.500;2.30;*;4.767;7.72e+04;
2167;J1828-1336;J1828-1336;0.860332;9.92e-16;1.162342;-1.340e-15;494.70;*;34.600;0.26;*;7.951;1.37e+07;
2168;J1828-2119;J1828-2119;0.514523;1.27e-15;1.943547;-4.785e-15;268.00;-263.00;24.000;0.38;*;17.964;6.44e+06;
2169;J1829+0000;J1829+0000;0.199147;5.25e-16;5.021406;-1.323e-14;116.80;-64.00;16.000;0.54;*;4.353;6.01e+06;
2170;J1829+2456;J1829+2456;0.041010;5.25e-20;24.384401;-3.122e-17;13.70;0.20;0.800;0.04;BT;0.909;1.24e+10;
2171;J1829+25;J1829+25;2.857000;*;0.350018;*;74.00;*;34.000;*;*;8.926;*;
2172;J1829-0734;J1829-0734;0.318401;4.79e-15;3.140695;-4.724e-14;316.80;263.00;5.000;0.45;*;6.095;1.05e+06;
2173;J1829-1011;J1829-1011;0.829166;-5.00e-18;1.206031;7.273e-18;610.00;*;98.800;0.25;*;4.938;*;
2174;B1826-17;J1829-1751;0.307133;5.55e-15;3.255919;-5.885e-14;216.83;304.70;14.000;11.00;*;5.932;8.77e+05;
2175;J1830-0052;J1830-0052;0.345698;2.37e-16;2.892698;-1.980e-15;220.40;*;9.000;0.04;*;10.252;2.31e+07;
2176;J1830-0131;J1830-0131;0.152512;2.11e-15;6.556863;-9.054e-14;95.70;*;11.000;0.35;*;3.502;1.15e+06;
2177;J1830-10;J1830-10;0.245260;*;4.077306;*;203.00;*;5.360;0.10;*;3.420;*;
2178;B1828-11;J1830-1059;0.405073;5.99e-14;2.468690;-3.652e-13;159.70;47.00;3.200;1.50;*;3.146;1.07e+05;
2179;J1830-1135;J1830-1135;6.221553;4.77e-14;0.160732;-1.234e-15;257.00;249.00;62.200;1.10;*;3.757;2.06e+06;
2180;J1830-1313;J1830-1313;0.747188;1.71e-15;1.338352;-3.070e-15;537.00;*;38.000;0.26;*;12.624;6.91e+06;
2181;J1830-1414;J1830-1414;0.771493;7.62e-17;1.296189;-1.280e-16;393.60;*;10.000;0.10;*;10.101;1.60e+08;
2182;J1831-04;J1831-04;1.065578;*;0.938458;*;216.00;*;15.300;*;*;4.910;*;
2183;J1831-0823;J1831-0823;0.612133;3.09e-16;1.633632;-8.250e-16;245.90;54.00;13.000;1.00;*;3.886;3.14e+07;
2184;J1831-0952;J1831-0952;0.067267;8.32e-15;14.866165;-1.840e-12;247.00;0.20;10.000;0.35;*;3.683;1.28e+05;
2185;J1831-1223;J1831-1223;2.857941;5.47e-15;0.349902;-6.700e-16;342.00;-41.00;92.100;1.20;*;4.876;8.27e+06;
2186;J1831-1329;J1831-1329;2.165679;2.99e-15;0.461749;-6.370e-16;338.00;374.00;47.100;0.50;*;6.314;1.15e+07;
2187;J1831-1423;J1831-1423;0.507945;1.09e-15;1.968716;-4.243e-15;352.00;*;23.000;0.19;*;10.124;7.35e+06;
2188;J1832+0029;J1832+0029;0.533918;1.55e-15;1.872948;-5.446e-15;32.70;*;7.000;0.14;*;1.120;5.45e+06;
2189;J1832+27;J1832+27;0.631800;*;1.582779;*;46.00;*;30.000;*;*;3.717;*;
2190;J1832-0644;J1832-0644;0.744295;3.71e-14;1.343553;-6.695e-14;574.30;226.00;28.000;0.70;*;10.251;3.18e+05;
2191;B1829-08;J1832-0827;0.647326;6.39e-14;1.544818;-1.525e-13;300.87;12.00;5.100;4.00;*;5.200;1.61e+05;
2192;J1832-0836;J1832-0836;0.002719;8.27e-21;367.767121;-1.119e-15;28.19;38.90;0.058;0.92;*;2.083;5.21e+09;
2193;B1829-10;J1832-1021;0.330354;4.20e-15;3.027055;-3.850e-14;474.14;104.00;8.100;1.90;*;4.690;1.25e+06;
2194;J1832-28;J1832-28;0.199300;*;5.017561;*;127.00;*;11.800;*;*;8.167;*;
2195;J1833-0209;J1833-0209;0.291931;2.75e-15;3.425471;-3.232e-14;325.40;*;17.400;0.06;*;13.362;1.68e+06;
2196;B1831-03;J1833-0338;0.686733;4.16e-14;1.456170;-8.813e-14;234.54;-41.00;5.400;2.80;*;2.300;2.62e+05;
2197;J1833-0556;J1833-0556;1.521545;1.27e-15;0.657227;-5.500e-16;461.00;*;69.000;0.20;*;9.389;1.89e+07;
2198;J1833-0559;J1833-0559;0.483459;1.23e-14;2.068428;-5.283e-14;346.70;*;47.000;0.60;*;6.829;6.20e+05;
2199;B1830-08;J1833-0827;0.085288;9.18e-15;11.724958;-1.262e-12;410.95;-284.00;4.600;6.90;*;4.500;1.47e+05;
2200;J1833-0831;J1833-0831;7.565408;3.43e-12;0.132181;-6.000e-14;*;*;*;*;*;*;3.49e+04;
2201;J1833-1034;J1833-1034;0.061884;2.02e-13;16.159357;-5.275e-11;169.50;60.00;2.300;0.07;*;4.100;4.85e+03;
2202;J1833-1055;J1833-1055;0.633640;5.27e-16;1.578182;-1.312e-15;543.00;42.00;24.200;0.50;*;7.698;1.91e+07;
2203;J1833-3840;J1833-3840;0.001866;1.77e-20;535.886377;-5.093e-15;78.66;*;*;*;ELL1;4.653;1.67e+09;
2204;B1828-60;J1833-6023;1.889436;2.70e-16;0.529259;-7.563e-17;35.00;46.00;58.000;1.46;*;1.336;1.11e+08;
2205;J1834+10;J1834+10;1.172719;*;0.852719;*;78.48;97.00;*;*;*;4.116;*;
2206;B1831-00;J1834-0010;0.520954;1.05e-17;1.919554;-3.880e-17;88.65;*;40.000;0.29;ELL1;3.351;7.84e+08;
2207;J1834-0031;J1834-0031;0.329532;4.49e-16;3.034607;-4.131e-15;155.10;*;4.800;0.17;*;4.675;1.16e+07;
2208;B1831-04;J1834-0426;0.290108;7.19e-17;3.446990;-8.549e-16;79.31;100.00;88.000;19.69;*;2.490;6.39e+07;
2209;J1834-0602;J1834-0602;0.487914;1.83e-15;2.049543;-7.680e-15;445.00;380.00;16.800;0.80;*;6.337;4.23e+06;
2210;J1834-0633;J1834-0633;0.317315;6.04e-16;3.151444;-6.000e-15;707.00;*;101.600;0.28;*;8.355;8.32e+06;
2211;J1834-0731;J1834-0731;0.512995;5.82e-14;1.949336;-2.212e-13;288.30;93.00;40.000;1.30;*;4.071;1.40e+05;
2212;J1834-0742;J1834-0742;0.788354;3.25e-14;1.268466;-5.224e-14;552.00;*;26.000;0.35;*;4.909;3.85e+05;
2213;J1834-0812;J1834-0812;0.491142;9.96e-15;2.036073;-4.129e-14;1020.00;*;*;*;*;5.953;7.81e+05;
2214;J1834-0845;J1834-0845;2.482302;7.96e-12;0.402852;-1.292e-12;*;*;*;*;*;*;4.94e+03;
2215;J1834-09;J1834-09;0.512327;*;1.951877;*;529.00;*;64.500;0.17;*;4.851;*;
2216;J1834-1202;J1834-1202;0.610259;6.74e-18;1.638649;-1.810e-17;342.40;-253.00;60.000;0.70;*;6.117;1.43e+09;
2217;J1834-1710;J1834-1710;0.358306;4.69e-17;2.790910;-3.653e-16;123.80;226.00;12.200;0.70;*;3.406;1.21e+08;
2218;J1834-1855;J1834-1855;1.465656;1.93e-15;0.682288;-8.990e-16;185.20;52.00;32.000;0.39;*;8.116;1.20e+07;
2219;J1835-0114;J1835-0114;0.005116;7.00e-21;195.450398;-2.674e-16;98.25;115.50;0.200;0.37;BT;3.457;1.16e+10;
2220;J1835-0349;J1835-0349;0.841865;3.06e-15;1.187840;-4.315e-15;269.60;*;14.000;0.16;*;5.510;4.36e+06;
2221;J1835-0522;J1835-0522;1.087749;4.73e-16;0.919330;-4.000e-16;456.00;*;23.000;0.23;*;8.790;3.64e+07;
2222;J1835-0600;J1835-0600;2.221787;8.43e-15;0.450088;-1.708e-15;780.00;*;29.000;*;*;10.639;4.18e+06;
2223;B1832-06;J1835-0643;0.305830;4.05e-14;3.269789;-4.325e-13;464.80;44.00;37.000;2.30;*;5.021;1.20e+05;
2224;J1835-0847;J1835-0847;0.846494;4.85e-16;1.181343;-6.769e-16;850.00;*;46.000;0.40;*;6.143;2.77e+07;
2225;J1835-0924;J1835-0924;0.859192;2.14e-14;1.163884;-2.898e-14;471.00;*;41.600;0.55;*;5.043;6.36e+05;
2226;J1835-09242;J1835-09242;0.235249;1.18e-17;4.250816;-2.139e-16;500.00;*;27.100;*;*;5.062;3.15e+08;
2227;J1835-0928;J1835-0928;0.621734;9.69e-16;1.608405;-2.507e-15;450.00;*;39.500;*;*;4.881;1.02e+07;
2228;J1835-0944;J1835-0944;0.145347;4.38e-15;6.880069;-2.076e-13;276.20;236.00;7.000;0.60;*;4.215;5.25e+05;
2229;J1835-0946;J1835-0946;0.379536;4.32e-17;2.634795;-3.000e-16;193.30;*;4.000;0.18;*;3.633;1.39e+08;
2230;J1835-1020;J1835-1020;0.302450;5.92e-15;3.306336;-6.470e-14;115.90;143.00;5.300;1.90;*;2.909;8.10e+05;
2231;J1835-1106;J1835-1106;0.165918;2.06e-14;6.027087;-7.479e-13;132.68;43.00;3.900;2.50;*;3.159;1.28e+05;
2232;J1835-1548;J1835-1548;0.670486;1.74e-15;1.491456;-3.870e-15;327.00;*;17.000;0.06;*;19.573;6.11e+06;
2233;J1835-3259A;J1835-3259A;0.003889;*;257.135510;*;63.35;*;*;*;*;9.460;*;
2234;J1835-3259B;J1835-3259B;0.001830;4.34e-20;546.360586;-1.296e-14;63.51;*;0.400;*;ELL1;9.460;6.68e+08;
2235;J1836+0915;J1836+0915;0.541178;1.46e-17;1.847822;-4.990e-17;36.37;-72.00;*;0.05;*;1.368;5.87e+08;
2236;J1836+51;J1836+51;0.692000;*;1.445087;*;44.40;*;19.000;*;*;5.258;*;
2237;J1836+5925;J1836+5925;0.173264;1.50e-15;5.771545;-5.002e-14;*;*;*;*;*;0.300;1.83e+06;
2238;B1834-04;J1836-0436;0.354237;1.66e-15;2.822973;-1.324e-14;231.50;15.00;9.300;2.00;*;4.356;3.38e+06;
2239;J1836-0517;J1836-0517;0.457245;1.30e-15;2.187011;-6.227e-15;564.00;*;13.000;0.15;*;8.312;5.56e+06;
2240;B1834-10;J1836-1008;0.562711;1.18e-14;1.777112;-3.726e-14;316.98;827.00;7.700;4.80;*;5.365;7.56e+05;
2241;J1836-11;J1836-11;0.496193;*;2.015344;*;326.00;*;25.700;0.12;*;6.066;*;
2242;J1836-1324;J1836-1324;0.178756;1.04e-15;5.594207;-3.244e-14;157.33;*;1.600;0.10;*;3.638;2.73e+06;
2243;J1836-2354A;J1836-2354A;0.003354;2.32e-21;298.121588;-2.060e-16;89.11;*;*;0.20;BT;3.300;2.29e+10;
2244;J1836-2354B;J1836-2354B;0.003232;-4.80e-22;309.379715;4.594e-17;93.30;*;*;0.04;*;3.300;*;
2245;J1837+0033g;J1837+0033g;0.418140;*;2.391544;*;186.90;*;*;0.01;*;5.483;*;
2246;J1837+0053;J1837+0053;0.473513;3.77e-17;2.111877;-1.680e-16;124.00;*;49.000;0.34;*;4.250;1.99e+08;
2247;J1837+1221;J1837+1221;1.963532;6.20e-15;0.509286;-1.608e-15;100.60;173.00;9.600;0.50;*;6.603;5.02e+06;
2248;J1837-0045;J1837-0045;0.617037;1.68e-15;1.620649;-4.424e-15;86.98;132.00;8.400;0.50;*;3.144;5.80e+06;
2249;J1837-0219;J1837-0219;0.272349;2.19e-15;3.671755;-2.951e-14;306.33;-296.00;*;0.04;*;6.650;1.97e+06;
2250;J1837-0559;J1837-0559;0.201064;3.31e-15;4.973548;-8.186e-14;319.50;169.00;9.000;0.58;*;4.315;9.63e+05;
2251;J1837-0604;J1837-0604;0.096313;4.49e-14;10.382835;-4.837e-12;462.00;321.00;14.000;0.75;*;4.779;3.40e+04;
2252;B1834-06;J1837-0653;1.905809;7.72e-16;0.524712;-2.126e-16;316.10;-268.00;54.000;3.50;*;4.137;3.91e+07;
2253;J1837-0822;J1837-0822;1.099196;1.21e-16;0.909756;-1.001e-16;506.00;*;49.000;0.20;BT;5.239;1.44e+08;
2254;J1837-1243;J1837-1243;1.876019;3.65e-14;0.533044;-1.037e-14;300.00;*;24.400;0.17;*;8.268;8.14e+05;
2255;J1837-1837;J1837-1837;0.618358;5.50e-15;1.617187;-1.437e-14;100.74;138.00;7.900;0.40;*;3.232;1.78e+06;
2256;J1838+0022g;J1838+0022g;0.005090;*;196.463654;*;122.60;*;*;0.03;*;4.071;*;
2257;J1838+0027g;J1838+0027g;0.054130;*;18.474044;*;205.90;*;*;0.01;*;5.802;*;
2258;J1838+0044g;J1838+0044g;2.203170;*;0.453891;*;229.60;*;*;0.07;*;6.923;*;
2259;J1838+1523;J1838+1523;0.549161;2.03e-17;1.820961;-6.724e-17;68.26;*;27.000;*;*;3.514;4.29e+08;
2260;J1838+1650;J1838+1650;1.901967;2.68e-15;0.525771;-7.400e-16;32.95;72.65;72.000;*;*;1.541;1.13e+07;
2261;J1838+50;J1838+50;2.577223;*;0.388014;*;21.81;*;13.000;*;*;1.704;*;
2262;J1838-01;J1838-01;0.183295;*;5.455692;*;320.40;*;*;0.30;*;7.776;*;
2263;J1838-0107;J1838-0107;0.444426;5.46e-18;2.250095;-2.764e-17;268.90;*;34.400;0.05;*;6.096;1.29e+09;
2264;J1838-0453;J1838-0453;0.380866;1.16e-13;2.625598;-8.019e-13;617.20;-76.00;15.000;0.40;*;6.629;5.19e+04;
2265;J1838-0537;J1838-0537;0.145754;4.51e-13;6.860852;-2.122e-11;*;*;*;*;*;*;5.12e+03;
2266;J1838-0549;J1838-0549;0.235311;3.34e-14;4.249688;-6.036e-13;276.60;*;7.600;0.42;*;4.061;1.12e+05;
2267;J1838-0624;J1838-0624;0.927178;7.74e-17;1.078542;-9.000e-17;424.00;*;36.000;0.16;*;4.545;1.90e+08;
2268;J1838-0655;J1838-0655;0.070498;4.92e-14;14.184750;-9.899e-12;*;*;*;*;*;6.600;2.27e+04;
2269;J1838-1046;J1838-1046;1.218354;3.08e-15;0.820780;-2.075e-15;209.30;299.00;16.600;0.50;*;4.135;6.27e+06;
2270;J1838-1849;J1838-1849;0.488242;4.00e-17;2.048165;-1.678e-16;169.90;*;*;0.40;*;8.397;1.93e+08;
2271;J1839-0141;J1839-0141;0.933266;5.94e-15;1.071506;-6.824e-15;293.20;*;13.000;*;*;6.074;2.49e+06;
2272;J1839-0223;J1839-0223;1.266790;4.76e-15;0.789397;-2.968e-15;330.00;*;46.000;0.11;*;6.088;4.21e+06;
2273;J1839-0321;J1839-0321;0.238782;1.25e-14;4.187917;-2.196e-13;450.50;*;7.000;0.27;*;7.850;3.02e+05;
2274;J1839-0332;J1839-0332;2.675682;4.76e-15;0.373736;-6.649e-16;195.10;*;31.000;*;*;4.042;8.91e+06;
2275;J1839-0402;J1839-0402;0.520940;7.69e-15;1.919608;-2.835e-14;236.60;*;7.600;0.21;*;4.230;1.07e+06;
2276;J1839-0436;J1839-0436;0.149461;8.10e-16;6.690724;-3.624e-14;292.70;*;6.900;0.23;*;4.483;2.92e+06;
2277;J1839-0459;J1839-0459;0.585319;3.31e-15;1.708470;-9.655e-15;237.00;*;22.000;0.30;*;3.945;2.80e+06;
2278;J1839-0627;J1839-0627;0.484914;1.32e-16;2.062223;-5.600e-16;92.49;*;19.000;0.29;*;2.531;5.83e+07;
2279;J1839-0643;J1839-0643;0.449548;3.64e-15;2.224456;-1.800e-14;493.50;-2977.00;24.000;1.60;*;4.804;1.96e+06;
2280;J1839-0905;J1839-0905;0.418975;2.60e-14;2.386778;-1.482e-13;344.50;*;18.000;0.22;*;6.827;2.55e+05;
2281;J1839-1238;J1839-1238;1.911428;4.95e-15;0.523169;-1.354e-15;169.80;*;28.000;0.37;*;3.976;6.12e+06;
2282;J1840+0012g;J1840+0012g;0.005340;*;187.265918;*;100.90;*;*;0.17;*;3.515;*;
2283;J1840+0214;J1840+0214;0.797478;8.29e-15;1.253953;-1.304e-14;182.40;*;11.000;0.07;*;5.846;1.52e+06;
2284;B1839+56;J1840+5640;1.652862;1.49e-15;0.605011;-5.472e-16;26.77;-3.85;27.100;4.00;*;1.580;1.75e+07;
2285;J1840-0245g;J1840-0245g;1.502000;*;0.665779;*;277.00;*;*;*;*;5.020;*;
2286;J1840-0445;J1840-0445;0.422316;1.13e-14;2.367893;-6.325e-14;379.00;*;22.400;0.37;*;4.557;5.93e+05;
2287;J1840-0559;J1840-0559;0.859368;9.60e-15;1.163645;-1.300e-14;319.10;*;17.000;0.31;*;4.225;1.42e+06;
2288;J1840-0626;J1840-0626;1.893353;2.30e-14;0.528164;-6.424e-15;748.00;*;37.000;0.16;*;5.728;1.30e+06;
2289;J1840-0643;J1840-0643;0.035578;9.54e-20;28.107357;-7.540e-17;494.00;*;*;1.20;BT;4.989;5.91e+09;
2290;J1840-0753;J1840-0753;0.437869;1.00e-16;2.283788;-5.216e-16;691.00;*;140.100;0.37;*;14.291;6.94e+07;
2291;J1840-0809;J1840-0809;0.955673;2.35e-15;1.046383;-2.573e-15;349.80;263.00;9.300;2.50;*;5.745;6.44e+06;
2292;J1840-0815;J1840-0815;1.096441;2.43e-15;0.912042;-2.018e-15;233.20;179.00;24.000;1.90;*;4.195;7.16e+06;
2293;J1840-0840;J1840-0840;5.309377;2.37e-14;0.188346;-8.400e-16;285.20;565.00;188.000;1.72;*;5.450;3.55e+06;
2294;J1840-1122;J1840-1122;0.940962;6.41e-15;1.062743;-7.238e-15;311.00;*;10.000;0.13;*;9.981;2.33e+06;
2295;J1840-1207;J1840-1207;0.754470;3.20e-15;1.325433;-5.617e-15;290.90;-126.20;15.000;0.22;*;10.765;3.74e+06;
2296;J1840-1419;J1840-1419;6.597563;6.35e-15;0.151571;-1.460e-16;19.40;*;2.600;*;*;0.721;1.65e+07;
2297;J1841+0130;J1841+0130;0.029773;8.17e-18;33.587732;-9.220e-15;125.88;*;6.000;0.06;ELL1;4.230;5.77e+07;
2298;B1839+09;J1841+0912;0.381319;1.09e-15;2.622474;-7.499e-15;49.16;51.20;9.300;1.70;*;1.664;5.54e+06;
2299;J1841-0157;J1841-0157;0.663321;1.81e-14;1.507565;-4.108e-14;475.00;118.00;22.000;0.81;*;7.930;5.81e+05;
2300;J1841-0310;J1841-0310;1.657656;3.35e-16;0.603261;-1.220e-16;216.00;*;59.000;0.15;*;4.170;7.83e+07;
2301;J1841-0345;J1841-0345;0.204068;5.79e-14;4.900325;-1.390e-12;194.32;451.00;12.000;2.07;*;3.776;5.59e+04;
2302;J1841-04;J1841-04;*;*;*;*;29.00;*;*;*;*;0.993;*;
2303;B1838-04;J1841-0425;0.186149;6.39e-15;5.372045;-1.845e-13;325.49;416.00;4.900;3.30;*;4.399;4.61e+05;
2304;J1841-0456;J1841-0456;11.788978;4.09e-11;0.084825;-2.944e-13;*;*;*;*;*;9.600;4.57e+03;
2305;J1841-0500;J1841-0500;0.912916;3.48e-14;1.095391;-4.173e-14;532.00;-3058.00;*;*;*;4.969;4.16e+05;
2306;J1841-0524;J1841-0524;0.445810;2.33e-13;2.243110;-1.174e-12;284.50;*;16.000;0.20;*;4.125;3.03e+04;
2307;J1841-1404;J1841-1404;1.334557;6.41e-16;0.749312;-3.600e-16;267.00;*;17.000;0.18;*;14.207;3.30e+07;
2308;J1841-7845;J1841-7845;0.353603;1.60e-16;2.828034;-1.280e-15;41.00;*;22.000;0.40;*;2.459;3.50e+07;
2309;J1842+0114g;J1842+0114g;4.140000;*;0.241546;*;307.00;*;*;*;*;7.884;*;
2310;J1842+0257;J1842+0257;3.088256;2.96e-14;0.323807;-3.103e-15;146.00;*;60.000;0.26;*;4.989;1.65e+06;
2311;J1842+0358;J1842+0358;0.233326;8.11e-16;4.285845;-1.491e-14;109.90;*;3.600;0.09;*;4.329;4.56e+06;
2312;J1842+0638;J1842+0638;0.313016;7.60e-17;3.194721;-7.760e-16;212.20;*;13.000;0.21;*;15.962;6.52e+07;
2313;J1842+1332;J1842+1332;0.471604;2.29e-16;2.120425;-1.030e-15;102.50;*;96.000;1.00;*;6.430;3.26e+07;
2314;J1842-0153;J1842-0153;1.054228;6.72e-15;0.948561;-6.048e-15;427.20;151.00;25.000;0.60;*;6.875;2.48e+06;
2315;J1842-0309;J1842-0309;0.404920;4.52e-15;2.469626;-2.756e-14;955.00;*;43.000;0.25;*;8.642;1.42e+06;
2316;B1839-04;J1842-0359;1.839945;5.08e-16;0.543495;-1.501e-16;195.98;326.00;280.000;4.40;*;3.711;5.74e+07;
2317;J1842-0415;J1842-0415;0.526682;2.19e-14;1.898678;-7.908e-14;183.78;-90.00;10.000;0.35;*;3.605;3.80e+05;
2318;J1842-0612;J1842-0612;0.564475;2.20e-17;1.771556;-6.900e-17;485.00;-341.00;53.000;0.54;*;5.726;4.07e+08;
2319;J1842-0800;J1842-0800;1.255469;1.94e-16;0.796515;-1.231e-16;188.60;*;15.000;0.10;*;3.946;1.03e+08;
2320;J1842-0905;J1842-0905;0.344646;1.05e-14;2.901528;-8.818e-14;343.40;225.00;6.100;1.04;*;9.712;5.21e+05;
2321;J1842-27;J1842-27;0.815269;*;1.226589;*;62.00;*;*;*;*;2.573;*;
2322;J1842-39;J1842-39;0.374000;*;2.673797;*;47.60;*;18.000;*;*;1.974;*;
2323;J1843+0119;J1843+0119;1.266998;3.76e-15;0.789267;-2.341e-15;252.10;*;4.000;0.06;*;6.069;5.34e+06;
2324;J1843+2024;J1843+2024;3.406539;1.04e-15;0.293553;-8.962e-17;85.30;*;29.000;*;*;6.027;5.19e+07;
2325;J1843-0000;J1843-0000;0.880334;7.77e-15;1.135932;-1.003e-14;101.80;-53.00;26.000;3.80;*;3.336;1.79e+06;
2326;J1843-0050;J1843-0050;0.782598;2.49e-16;1.277794;-4.070e-16;507.00;*;19.100;0.24;*;8.299;4.97e+07;
2327;J1843-0051g;J1843-0051g;0.580000;*;1.724138;*;573.00;*;*;*;*;10.348;*;
2328;J1843-0137;J1843-0137;0.669872;2.47e-15;1.492822;-5.500e-15;486.00;*;18.000;0.26;*;7.661;4.30e+06;
2329;J1843-0211;J1843-0211;2.027524;1.44e-14;0.493212;-3.513e-15;441.70;-85.00;20.000;0.93;*;5.930;2.22e+06;
2330;J1843-0355;J1843-0355;0.132314;1.04e-15;7.557781;-5.940e-14;797.70;240.00;19.100;0.89;*;5.798;2.02e+06;
2331;J1843-0408;J1843-0408;0.781934;2.39e-15;1.278881;-3.910e-15;246.00;*;12.000;0.17;*;3.983;5.18e+06;
2332;J1843-0459;J1843-0459;0.754963;8.54e-16;1.324568;-1.499e-15;444.10;350.00;60.000;1.90;*;4.887;1.40e+07;
2333;J1843-0510;J1843-0510;0.671614;3.89e-15;1.488951;-8.629e-15;257.00;*;28.000;0.07;*;4.068;2.73e+06;
2334;J1843-0702;J1843-0702;0.191615;2.14e-15;5.218810;-5.818e-14;228.60;186.00;3.700;0.27;*;4.284;1.42e+06;
2335;J1843-0744;J1843-0744;0.475393;1.33e-14;2.103525;-5.887e-14;321.00;*;9.300;0.17;*;7.052;5.66e+05;
2336;J1843-0757;J1843-0757;2.031940;4.13e-15;0.492140;-1.000e-15;254.00;*;4.600;*;*;5.009;7.80e+06;
2337;J1843-08;J1843-08;2.031962;*;0.492135;*;256.00;*;31.800;0.09;*;5.008;*;
2338;J1843-0806;J1843-0806;0.536414;1.74e-14;1.864233;-6.033e-14;215.80;167.00;20.000;0.36;*;4.314;4.90e+05;
2339;J1843-1113;J1843-1113;0.001846;9.55e-21;541.809745;-2.805e-15;59.96;8.91;0.250;0.10;*;1.300;3.06e+09;
2340;J1843-1448;J1843-1448;0.005471;6.21e-21;182.770888;-2.074e-16;114.54;255.00;1.000;0.49;*;3.473;1.40e+10;
2341;J1843-1507;J1843-1507;0.583550;7.20e-15;1.713648;-2.114e-14;215.50;*;6.300;0.17;*;12.018;1.28e+06;
2342;J1843-40;J1843-40;0.324187;*;3.084639;*;66.00;*;*;*;*;3.908;*;
2343;J1844+00;J1844+00;0.460503;*;2.171539;*;346.60;*;12.000;8.60;*;6.860;*;
2344;J1844+0028g;J1844+0028g;0.003570;*;280.112045;*;181.20;*;*;0.05;*;4.570;*;
2345;J1844+0115;J1844+0115;0.004186;1.07e-20;238.917573;-6.120e-16;148.25;30.00;*;0.09;ELL1;4.358;6.19e+09;
2346;B1842+14;J1844+1454;0.375463;1.87e-15;2.663376;-1.328e-14;41.49;118.65;11.000;1.80;*;1.683;3.18e+06;
2347;J1844+21;J1844+21;0.595900;*;1.678134;*;28.00;*;*;*;*;1.563;*;
2348;J1844+41;J1844+41;0.915700;*;1.092061;*;50.00;*;300.000;*;*;5.554;*;
2349;J1844-0030;J1844-0030;0.641098;6.08e-15;1.559824;-1.479e-14;603.20;173.00;14.000;0.42;*;10.411;1.67e+06;
2350;B1842-02;J1844-0244;0.507722;1.67e-14;1.969581;-6.494e-14;422.13;123.00;21.000;1.10;*;4.891;4.81e+05;
2351;J1844-0256;J1844-0256;0.272963;*;3.663500;*;826.00;*;43.400;0.59;*;6.031;*;
2352;J1844-03;J1844-03;6.971300;*;0.143445;*;*;*;*;*;*;*;*;
2353;J1844-0302;J1844-0302;1.198630;7.81e-15;0.834286;-5.435e-15;533.00;*;25.000;0.12;*;5.261;2.43e+06;
